student_id,quiz_score,accuracy,retry_count,avg_quiz_time,course_completion,chat_complexity,learning_speed,weak_topics_count,student_level
2863,52,48.85,5,334,52,4,2,2,Beginner
2864,84,72.05,1,282,69,5,3,1,Intermediate
2865,19,41.66,9,639,33,2,1,4,School Student
2866,37,38.76,4,814,23,2,1,6,School Student
2867,57,60.03,5,377,28,3,2,4,Beginner
2868,41,43.45,2,319,50,4,2,4,Beginner
2869,46,58.83,4,439,39,4,2,3,Beginner
2870,84,65.12,3,290,58,7,3,1,Intermediate
2871,35,29.03,6,611,33,2,1,7,School Student
2872,70,76.48,3,194,60,7,3,3,Intermediate
2873,69,55.4,2,567,56,3,2,5,Beginner
2874,48,47.32,2,236,46,4,2,4,Beginner
2875,15,42.62,7,710,7,1,1,8,School Student
2876,45,63.82,4,486,39,3,2,4,Beginner
2877,71,72.33,1,146,64,7,3,2,Intermediate
2878,65,50.67,3,346,37,4,2,3,Beginner
2879,94,87.59,1,155,82,9,3,0,Advanced
2880,66,50.83,4,382,26,4,2,3,Beginner
2881,22,38.33,6,744,23,2,1,4,School Student
2882,66,68.94,2,139,72,6,3,3,Intermediate
2883,44,20.71,4,801,28,2,1,8,School Student
2884,45,26.0,5,362,33,2,1,9,School Student
2885,59,42.45,4,313,32,4,2,3,Beginner
2886,72,55.77,3,366,20,4,2,2,Beginner
2887,100,97.49,0,105,94,7,3,1,Advanced
2888,12,10.07,7,617,30,1,1,7,School Student
2889,51,53.43,4,229,21,4,2,3,Beginner
2890,49,54.21,4,278,21,3,2,4,Beginner
2891,52,58.22,4,471,32,3,2,3,Beginner
2892,50,53.93,3,280,49,3,2,3,Beginner
2893,69,50.01,4,293,38,3,2,2,Beginner
2894,64,64.14,4,413,57,4,2,5,Beginner
2895,41,58.32,2,586,27,4,2,5,Beginner
2896,40,60.9,5,291,29,3,2,3,Beginner
2897,99,94.57,0,76,99,9,3,1,Advanced
2898,42,61.07,2,497,21,3,2,4,Beginner
2899,66,44.55,4,564,28,3,2,3,Beginner
2900,51,46.67,5,325,39,4,2,3,Beginner
2901,71,79.37,2,191,51,6,3,2,Intermediate
2902,27,40.91,8,639,27,2,1,5,School Student
2903,77,72.36,1,243,64,6,3,2,Intermediate
2904,50,44.23,5,237,52,4,2,5,Beginner
2905,76,78.02,2,179,50,6,3,3,Intermediate
2906,51,43.67,3,266,48,4,2,2,Beginner
2907,14,11.04,9,610,10,1,1,4,School Student
2908,82,74.82,3,263,86,7,3,2,Intermediate
2909,69,70.27,2,208,70,7,3,2,Intermediate
2910,87,78.75,1,192,58,7,3,1,Intermediate
2911,48,35.22,8,351,39,1,1,8,School Student
2912,65,60.47,5,210,36,3,2,3,Beginner
2913,65,83.36,2,200,76,7,3,1,Intermediate
2914,81,65.6,1,161,50,6,3,1,Intermediate
2915,68,78.63,2,265,83,5,3,1,Intermediate
2916,31,21.74,7,674,26,2,1,9,School Student
2917,41,48.76,2,362,39,4,2,3,Beginner
2918,28,21.66,6,685,25,2,1,7,School Student
2919,31,14.95,4,382,28,2,1,9,School Student
2920,69,58.83,4,553,51,3,2,5,Beginner
2921,64,47.3,4,288,47,4,2,3,Beginner
2922,14,23.26,6,418,23,2,1,8,School Student
2923,68,48.79,5,273,51,4,2,5,Beginner
2924,85,89.76,1,137,81,7,3,0,Advanced
2925,84,96.36,0,101,96,9,3,1,Advanced
2926,96,92.22,1,155,98,10,3,1,Advanced
2927,92,93.02,1,179,97,10,3,0,Advanced
2928,55,42.68,5,407,55,3,2,3,Beginner
2929,63,64.56,2,283,52,3,2,5,Beginner
2930,72,75.55,1,272,81,5,3,1,Intermediate
2931,49,43.64,2,452,28,4,2,5,Beginner
2932,47,49.44,2,429,38,4,2,4,Beginner
2933,24,20.94,8,627,32,1,1,5,School Student
2934,68,43.64,4,202,20,3,2,5,Beginner
2935,57,61.7,4,457,23,4,2,3,Beginner
2936,72,72.73,2,135,57,7,3,2,Intermediate
2937,24,28.02,4,834,7,2,1,8,School Student
2938,41,12.69,9,741,19,2,1,7,School Student
2939,43,14.9,8,571,9,1,1,7,School Student
2940,82,73.14,3,260,84,5,3,1,Intermediate
2941,51,57.49,3,325,39,4,2,4,Beginner
2942,19,16.66,6,390,25,1,1,5,School Student
2943,73,72.88,1,200,69,5,3,3,Intermediate
2944,83,83.97,1,179,81,6,3,3,Intermediate
2945,47,34.99,4,432,37,1,1,8,School Student
2946,55,42.7,3,265,32,4,2,2,Beginner
2947,65,41.03,5,511,39,3,2,5,Beginner
2948,69,83.85,3,187,73,7,3,1,Intermediate
2949,73,80.62,3,143,53,5,3,1,Intermediate
2950,83,74.18,2,129,59,6,3,1,Intermediate
2951,72,69.7,2,263,70,7,3,2,Intermediate
2952,84,68.27,3,274,74,6,3,1,Intermediate
2953,51,45.73,2,460,58,3,2,5,Beginner
2954,13,14.07,9,401,39,1,1,4,School Student
2955,21,35.82,4,311,15,1,1,6,School Student
2956,49,35.71,4,344,14,1,1,6,School Student
2957,70,76.28,2,139,67,5,3,2,Intermediate
2958,89,99.85,0,70,95,7,3,1,Advanced
2959,91,94.51,0,75,85,7,3,1,Advanced
2960,60,51.39,3,585,29,4,2,3,Beginner
2961,70,76.5,3,231,63,5,3,1,Intermediate
2962,96,85.69,1,86,95,8,3,0,Advanced
2963,71,69.77,2,137,82,5,3,2,Intermediate
2964,90,98.78,1,121,97,8,3,0,Advanced
2965,90,99.6,0,141,94,7,3,1,Advanced
2966,56,53.23,2,583,44,4,2,2,Beginner
2967,65,82.54,1,149,52,6,3,2,Intermediate
2968,41,52.68,4,244,24,4,2,5,Beginner
2969,59,63.75,5,302,59,4,2,2,Beginner
2970,64,40.44,3,411,45,4,2,4,Beginner
2971,85,94.63,0,163,91,8,3,0,Advanced
2972,15,37.11,6,755,7,2,1,9,School Student
2973,77,67.02,3,254,64,5,3,3,Intermediate
2974,53,50.87,5,266,24,3,2,4,Beginner
2975,35,13.33,4,359,14,2,1,8,School Student
2976,71,75.28,2,239,82,5,3,3,Intermediate
2977,65,73.25,1,186,75,7,3,1,Intermediate
2978,72,76.39,2,216,77,6,3,2,Intermediate
2979,26,41.62,9,345,32,1,1,7,School Student
2980,51,64.81,2,590,36,3,2,2,Beginner
2981,40,42.99,5,436,32,3,2,5,Beginner
2982,67,59.5,5,589,23,4,2,4,Beginner
2983,66,46.46,2,592,54,4,2,4,Beginner
2984,26,35.11,9,676,39,2,1,8,School Student
2985,65,72.01,3,202,61,7,3,3,Intermediate
2986,38,27.06,9,562,10,1,1,7,School Student
2987,83,65.5,1,167,76,6,3,2,Intermediate
2988,38,52.28,2,495,33,4,2,2,Beginner
2989,76,83.16,1,207,63,5,3,3,Intermediate
2990,77,74.43,2,288,66,7,3,1,Intermediate
2991,56,73.61,3,232,82,7,3,2,Intermediate
2992,43,22.8,6,423,17,2,1,9,School Student
2993,45,45.09,2,349,35,3,2,5,Beginner
2994,86,93.59,1,61,82,7,3,1,Advanced
2995,51,55.25,2,287,35,3,2,4,Beginner
2996,90,97.13,0,95,93,8,3,1,Advanced
2997,61,53.69,4,478,51,4,2,4,Beginner
2998,96,96.88,1,93,100,9,3,1,Advanced
2999,68,49.89,3,337,57,4,2,3,Beginner
3000,19,25.98,7,464,12,2,1,9,School Student
3001,56,42.98,3,535,47,4,2,5,Beginner
3002,49,48.1,2,419,43,3,2,5,Beginner
3003,91,99.13,0,157,81,8,3,1,Advanced
3004,87,85.86,1,104,90,8,3,1,Advanced
3005,41,49.87,3,577,40,3,2,3,Beginner
3006,16,20.35,7,448,10,2,1,7,School Student
3007,82,81.17,3,207,64,5,3,3,Intermediate
3008,56,46.59,2,486,36,3,2,3,Beginner
3009,10,39.88,5,661,30,2,1,6,School Student
3010,11,33.63,7,675,34,1,1,6,School Student
3011,44,42.45,5,430,38,3,2,3,Beginner
3012,56,64.78,2,201,37,4,2,2,Beginner
3013,41,56.25,5,256,28,3,2,2,Beginner
3014,67,42.88,4,286,45,3,2,4,Beginner
3015,42,22.56,7,303,27,1,1,4,School Student
3016,58,43.7,4,506,34,4,2,2,Beginner
3017,55,44.96,5,464,52,3,2,2,Beginner
3018,33,26.17,6,850,29,2,1,6,School Student
3019,66,40.11,2,307,52,3,2,4,Beginner
3020,62,49.19,4,401,53,4,2,2,Beginner
3021,97,95.89,0,155,81,10,3,1,Advanced
3022,68,53.88,5,232,27,4,2,2,Beginner
3023,48,54.46,3,415,30,4,2,3,Beginner
3024,80,69.16,1,254,66,6,3,3,Intermediate
3025,33,19.44,6,485,33,1,1,6,School Student
3026,71,81.7,2,130,63,5,3,2,Intermediate
3027,67,40.9,5,325,58,4,2,5,Beginner
3028,65,80.89,2,195,68,5,3,2,Intermediate
3029,95,97.74,0,143,91,10,3,1,Advanced
3030,89,97.14,1,107,87,9,3,1,Advanced
3031,70,69.19,1,257,54,7,3,1,Intermediate
3032,49,42.22,7,384,20,2,1,8,School Student
3033,68,83.02,1,141,64,7,3,2,Intermediate
3034,89,97.69,0,102,84,8,3,0,Advanced
3035,82,70.66,3,182,55,7,3,3,Intermediate
3036,85,88.6,0,80,84,10,3,0,Advanced
3037,63,61.13,5,400,52,3,2,2,Beginner
3038,93,89.71,0,118,87,9,3,1,Advanced
3039,24,41.43,5,445,5,1,1,5,School Student
3040,43,11.63,9,573,6,2,1,6,School Student
3041,45,61.46,4,304,59,4,2,5,Beginner
3042,93,85.01,0,161,83,7,3,0,Advanced
3043,88,97.16,1,163,80,9,3,0,Advanced
3044,30,50.9,5,496,59,4,2,3,Beginner
3045,17,14.0,8,384,17,1,1,8,School Student
3046,63,57.76,5,265,38,4,2,5,Beginner
3047,45,50.81,5,508,36,4,2,2,Beginner
3048,97,96.7,1,144,92,8,3,0,Advanced
3049,82,77.82,3,267,62,5,3,3,Intermediate
3050,47,41.66,4,235,25,4,2,3,Beginner
3051,90,97.27,0,75,86,8,3,0,Advanced
3052,57,62.99,4,200,34,3,2,4,Beginner
3053,0,16.21,7,850,35,2,1,5,School Student
3054,79,76.49,2,148,74,7,3,1,Intermediate
3055,28,14.54,7,751,7,2,1,9,School Student
3056,73,71.41,1,195,84,5,3,1,Intermediate
3057,45,11.89,9,627,17,1,1,4,School Student
3058,16,13.48,9,406,32,2,1,4,School Student
3059,30,16.03,6,888,33,1,1,4,School Student
3060,69,69.49,2,277,77,7,3,1,Intermediate
3061,41,10.5,7,696,38,2,1,6,School Student
3062,48,44.69,2,201,52,4,2,4,Beginner
3063,67,76.21,3,149,58,7,3,1,Intermediate
3064,62,57.1,3,353,31,4,2,2,Beginner
3065,71,84.86,1,214,78,5,3,2,Intermediate
3066,40,33.04,7,589,12,2,1,8,School Student
3067,44,59.32,4,434,35,3,2,2,Beginner
3068,75,65.86,3,129,59,5,3,2,Intermediate
3069,11,39.98,6,888,39,1,1,8,School Student
3070,68,65.8,1,176,73,7,3,1,Intermediate
3071,94,85.89,1,130,98,7,3,1,Advanced
3072,84,68.41,2,228,80,5,3,2,Intermediate
3073,65,52.87,5,446,53,3,2,3,Beginner
3074,89,86.64,1,167,80,10,3,1,Advanced
3075,96,89.84,0,161,82,7,3,1,Advanced
3076,77,69.0,3,262,55,6,3,1,Intermediate
3077,76,75.98,2,264,76,5,3,3,Intermediate
3078,62,45.2,4,244,43,4,2,5,Beginner
3079,75,83.62,1,244,63,5,3,1,Intermediate
3080,57,73.72,2,202,88,5,3,2,Intermediate
3081,67,83.95,1,248,89,5,3,3,Intermediate
3082,48,55.22,2,596,56,4,2,4,Beginner
3083,65,43.84,4,287,55,4,2,3,Beginner
3084,12,44.62,5,389,5,1,1,6,School Student
3085,76,75.34,2,225,75,6,3,2,Intermediate
3086,52,46.89,4,258,37,3,2,2,Beginner
3087,55,51.44,5,567,20,3,2,5,Beginner
3088,66,65.19,2,211,52,7,3,1,Intermediate
3089,58,54.1,5,298,32,4,2,4,Beginner
3090,55,61.42,3,267,46,4,2,2,Beginner
3091,100,96.48,0,89,84,8,3,1,Advanced
3092,70,80.28,2,228,89,7,3,3,Intermediate
3093,89,90.61,1,76,88,7,3,1,Advanced
3094,75,65.02,1,233,88,7,3,1,Intermediate
3095,82,80.56,2,190,74,6,3,2,Intermediate
3096,20,41.51,8,344,25,2,1,8,School Student
3097,15,29.57,8,681,10,1,1,7,School Student
3098,92,94.92,0,109,89,8,3,1,Advanced
3099,88,94.26,1,142,100,10,3,0,Advanced
3100,93,86.63,0,93,88,7,3,1,Advanced
3101,97,91.54,1,63,81,9,3,0,Advanced
3102,95,88.93,1,111,96,10,3,0,Advanced
3103,77,82.64,1,275,52,6,3,2,Intermediate
3104,57,71.11,2,259,81,6,3,1,Intermediate
3105,74,82.78,2,287,63,6,3,3,Intermediate
3106,38,35.67,7,692,21,1,1,7,School Student
3107,68,56.79,5,500,36,3,2,3,Beginner
3108,43,60.55,4,413,27,4,2,2,Beginner
3109,40,61.2,3,290,39,3,2,2,Beginner
3110,83,69.58,2,152,52,6,3,3,Intermediate
3111,31,15.07,6,672,24,2,1,9,School Student
3112,25,44.52,9,701,34,1,1,5,School Student
3113,56,48.37,2,380,26,4,2,3,Beginner
3114,46,11.76,6,309,7,2,1,9,School Student
3115,40,64.85,5,517,53,3,2,4,Beginner
3116,21,37.31,6,674,24,1,1,6,School Student
3117,68,80.15,2,162,66,5,3,2,Intermediate
3118,31,19.73,4,852,7,1,1,8,School Student
3119,27,21.2,5,764,25,2,1,9,School Student
3120,63,57.98,4,595,47,3,2,5,Beginner
3121,42,45.91,5,398,22,3,2,5,Beginner
3122,44,19.77,8,665,8,1,1,8,School Student
3123,62,44.28,4,536,31,3,2,4,Beginner
3124,79,70.54,1,181,85,7,3,3,Intermediate
3125,41,55.2,2,375,49,3,2,4,Beginner
3126,51,58.32,2,487,27,3,2,3,Beginner
3127,49,62.88,2,493,34,4,2,3,Beginner
3128,58,53.77,4,235,45,3,2,3,Beginner
3129,72,65.57,2,226,67,6,3,1,Intermediate
3130,70,43.55,2,294,32,3,2,4,Beginner
3131,30,31.83,7,559,17,1,1,6,School Student
3132,100,97.64,1,143,81,8,3,0,Advanced
3133,19,44.92,6,318,38,2,1,7,School Student
3134,81,80.26,3,260,88,6,3,3,Intermediate
3135,76,79.78,1,213,68,7,3,3,Intermediate
3136,87,86.63,1,159,86,7,3,0,Advanced
3137,63,40.72,4,436,41,4,2,4,Beginner
3138,52,40.05,4,327,46,4,2,2,Beginner
3139,53,56.97,5,362,30,3,2,5,Beginner
3140,73,66.43,3,216,83,7,3,1,Intermediate
3141,81,79.27,1,238,70,6,3,2,Intermediate
3142,71,63.15,3,527,58,3,2,3,Beginner
3143,15,11.07,6,688,34,1,1,9,School Student
3144,86,91.67,0,121,83,10,3,1,Advanced
3145,55,56.02,2,336,53,4,2,5,Beginner
3146,59,58.6,5,284,38,3,2,4,Beginner
3147,49,44.22,2,497,43,4,2,2,Beginner
3148,97,87.01,0,164,85,10,3,1,Advanced
3149,58,62.67,5,543,32,3,2,3,Beginner
3150,56,63.74,2,544,25,3,2,2,Beginner
3151,65,76.9,2,295,86,7,3,2,Intermediate
3152,36,17.24,8,746,25,1,1,4,School Student
3153,40,14.33,9,427,12,1,1,7,School Student
3154,100,90.84,1,150,96,10,3,0,Advanced
3155,29,30.33,4,829,22,1,1,5,School Student
3156,49,52.8,3,402,33,4,2,4,Beginner
3157,13,44.5,9,805,6,2,1,8,School Student
3158,43,62.05,3,299,41,3,2,5,Beginner
3159,96,99.31,1,92,99,9,3,1,Advanced
3160,78,79.11,2,296,66,5,3,1,Intermediate
3161,76,78.38,1,292,56,6,3,3,Intermediate
3162,20,43.39,8,440,31,1,1,4,School Student
3163,87,93.4,0,144,99,10,3,0,Advanced
3164,95,95.13,1,74,83,7,3,1,Advanced
3165,69,79.35,2,172,61,6,3,2,Intermediate
3166,49,16.53,7,899,21,2,1,6,School Student
3167,62,48.67,2,269,55,3,2,4,Beginner
3168,43,44.68,5,593,36,1,1,9,School Student
3169,46,60.92,5,533,24,4,2,3,Beginner
3170,94,91.16,1,138,85,7,3,1,Advanced
3171,31,49.28,4,227,53,3,2,5,Beginner
3172,78,72.12,1,198,50,5,3,2,Intermediate
3173,54,45.34,4,241,57,3,2,4,Beginner
3174,61,43.97,4,437,57,3,2,4,Beginner
3175,66,42.64,4,335,42,4,2,5,Beginner
3176,48,41.17,4,212,26,3,2,3,Beginner
3177,82,65.57,1,276,86,7,3,1,Intermediate
3178,51,47.41,2,429,25,4,2,4,Beginner
3179,11,41.94,9,644,32,2,1,7,School Student
3180,93,85.85,1,166,81,8,3,1,Advanced
3181,38,34.19,9,831,37,1,1,5,School Student
3182,54,48.58,5,303,40,4,2,3,Beginner
3183,54,50.17,3,242,40,4,2,5,Beginner
3184,100,88.72,0,146,82,7,3,1,Advanced
3185,63,57.83,3,291,47,3,2,5,Beginner
3186,41,49.35,5,459,53,3,2,2,Beginner
3187,32,23.64,5,538,38,2,1,8,School Student
3188,70,69.55,1,299,89,7,3,2,Intermediate
3189,49,59.41,2,248,54,4,2,5,Beginner
3190,88,95.23,0,98,95,9,3,0,Advanced
3191,26,23.23,9,317,31,2,1,8,School Student
3192,57,44.09,5,316,23,3,2,3,Beginner
3193,94,99.79,0,63,99,7,3,0,Advanced
3194,69,63.29,4,279,55,4,2,4,Beginner
3195,62,41.25,2,499,52,3,2,5,Beginner
3196,69,84.25,3,199,54,5,3,2,Intermediate
3197,89,91.13,1,89,84,9,3,0,Advanced
3198,86,99.71,0,111,80,9,3,0,Advanced
3199,16,42.06,7,737,35,1,1,8,School Student
3200,45,64.24,3,489,25,4,2,4,Beginner
3201,55,51.15,4,390,46,4,2,2,Beginner
3202,46,63.43,5,436,31,3,2,3,Beginner
3203,58,45.39,3,325,45,3,2,2,Beginner
3204,45,62.38,5,291,20,3,2,4,Beginner
3205,94,69.01,1,260,85,7,3,3,Intermediate
3206,84,80.42,1,179,60,6,3,2,Intermediate
3207,53,45.78,4,491,47,3,2,4,Beginner
3208,41,60.66,4,457,37,4,2,2,Beginner
3209,47,11.58,7,427,18,2,1,5,School Student
3210,82,81.58,1,187,56,7,3,2,Intermediate
3211,47,58.13,5,420,56,4,2,4,Beginner
3212,51,46.89,5,257,44,3,2,3,Beginner
3213,96,94.64,0,137,97,9,3,0,Advanced
3214,54,53.73,5,342,49,4,2,4,Beginner
3215,62,63.96,5,439,34,3,2,4,Beginner
3216,49,32.48,9,822,21,1,1,9,School Student
3217,47,59.6,5,479,37,3,2,3,Beginner
3218,78,70.22,2,295,86,7,3,1,Intermediate
3219,72,74.33,3,177,66,6,3,2,Intermediate
3220,89,96.29,0,157,100,9,3,0,Advanced
3221,17,28.34,6,825,14,1,1,8,School Student
3222,69,84.59,3,290,84,5,3,2,Intermediate
3223,42,40.56,4,572,23,4,2,4,Beginner
3224,69,75.53,3,222,64,7,3,2,Intermediate
3225,49,32.5,9,326,39,2,1,8,School Student
3226,100,98.46,0,77,92,9,3,0,Advanced
3227,94,97.74,0,167,83,7,3,1,Advanced
3228,43,63.86,5,486,35,4,2,2,Beginner
3229,11,43.23,8,474,20,1,1,7,School Student
3230,71,81.96,2,241,64,5,3,1,Intermediate
3231,52,60.02,4,293,20,4,2,3,Beginner
3232,79,82.78,1,270,82,5,3,3,Intermediate
3233,34,33.92,7,319,21,2,1,7,School Student
3234,69,80.35,3,240,77,6,3,3,Intermediate
3235,20,25.74,8,586,38,1,1,7,School Student
3236,95,93.99,1,131,80,7,3,0,Advanced
3237,79,83.07,2,141,78,5,3,2,Intermediate
3238,79,74.99,3,260,66,7,3,3,Intermediate
3239,40,57.33,3,463,52,3,2,3,Beginner
3240,48,49.02,4,462,39,4,2,2,Beginner
3241,98,85.21,1,80,96,9,3,0,Advanced
3242,65,54.51,2,369,57,4,2,3,Beginner
3243,94,97.76,1,133,93,10,3,0,Advanced
3244,43,32.33,8,613,25,1,1,4,School Student
3245,22,12.22,4,628,34,2,1,4,School Student
3246,89,90.7,1,60,95,7,3,1,Advanced
3247,77,71.97,2,246,88,5,3,3,Intermediate
3248,36,33.71,8,646,8,1,1,8,School Student
3249,32,38.76,7,762,18,1,1,7,School Student
3250,97,86.32,0,123,86,7,3,0,Advanced
3251,66,73.3,3,280,81,5,3,1,Intermediate
3252,67,79.85,1,298,57,6,3,2,Intermediate
3253,47,30.62,9,495,22,1,1,7,School Student
3254,94,92.61,1,140,98,10,3,1,Advanced
3255,92,86.9,1,67,96,10,3,1,Advanced
3256,66,73.02,2,254,62,5,3,1,Intermediate
3257,94,82.52,3,129,83,6,3,1,Intermediate
3258,22,15.16,7,621,38,1,1,9,School Student
3259,88,99.4,0,71,97,9,3,0,Advanced
3260,23,39.95,6,353,8,2,1,6,School Student
3261,97,99.24,0,74,90,10,3,1,Advanced
3262,40,40.68,3,580,35,4,2,2,Beginner
3263,41,45.52,3,235,26,4,2,5,Beginner
3264,96,88.99,0,65,80,9,3,1,Advanced
3265,51,54.34,2,252,32,4,2,4,Beginner
3266,25,21.77,5,478,36,2,1,5,School Student
3267,56,62.24,4,372,28,3,2,4,Beginner
3268,99,87.08,1,90,88,7,3,0,Advanced
3269,66,65.9,2,242,60,7,3,1,Intermediate
3270,41,14.86,5,784,9,1,1,7,School Student
3271,66,60.09,3,224,20,4,2,5,Beginner
3272,74,48.58,4,458,26,4,2,4,Beginner
3273,79,83.63,1,265,56,6,3,1,Intermediate
3274,40,25.2,9,562,29,2,1,9,School Student
3275,81,69.4,1,241,84,5,3,2,Intermediate
3276,44,22.65,8,543,25,1,1,6,School Student
3277,92,99.4,1,91,99,8,3,1,Advanced
3278,100,95.73,1,68,86,9,3,0,Advanced
3279,21,30.01,6,894,15,2,1,5,School Student
3280,23,14.67,5,822,14,1,1,9,School Student
3281,97,94.77,1,72,91,9,3,1,Advanced
3282,45,21.83,4,850,30,2,1,8,School Student
3283,58,62.3,5,297,46,3,2,3,Beginner
3284,97,92.23,0,63,80,8,3,1,Advanced
3285,84,68.86,2,279,59,6,3,1,Intermediate
3286,33,11.74,6,345,29,2,1,9,School Student
3287,80,83.07,3,134,63,5,3,2,Intermediate
3288,14,12.48,4,843,35,1,1,9,School Student
3289,16,34.27,6,600,12,2,1,8,School Student
3290,52,64.56,5,491,34,3,2,4,Beginner
3291,38,29.93,9,609,28,2,1,4,School Student
3292,65,47.22,3,368,39,4,2,2,Beginner
3293,71,47.28,4,550,47,3,2,4,Beginner
3294,35,34.02,7,526,31,2,1,8,School Student
3295,68,44.82,3,553,52,3,2,5,Beginner
3296,53,62.31,2,233,42,3,2,3,Beginner
3297,100,91.12,1,163,81,7,3,0,Advanced
3298,54,49.82,3,270,48,4,2,3,Beginner
3299,80,82.26,1,255,61,5,3,2,Intermediate
3300,46,27.13,9,563,21,2,1,9,School Student
3301,23,20.93,9,637,19,2,1,4,School Student
3302,15,28.8,7,428,34,2,1,4,School Student
3303,80,83.46,2,201,71,6,3,3,Intermediate
3304,72,72.61,1,123,54,5,3,3,Intermediate
3305,79,84.66,3,292,73,7,3,3,Intermediate
3306,78,76.55,2,145,56,6,3,1,Intermediate
3307,64,49.79,4,574,33,4,2,2,Beginner
3308,50,49.71,5,323,55,3,2,2,Beginner
3309,66,69.15,2,215,70,6,3,3,Intermediate
3310,89,95.51,0,134,93,10,3,1,Advanced
3311,81,68.49,1,205,84,5,3,3,Intermediate
3312,40,57.78,4,568,32,3,2,5,Beginner
3313,60,60.99,5,579,53,3,2,3,Beginner
3314,92,77.71,3,216,51,6,3,1,Intermediate
3315,51,47.78,3,362,40,3,2,3,Beginner
3316,64,62.42,4,401,37,3,2,5,Beginner
3317,35,36.67,5,642,18,1,1,4,School Student
3318,66,69.83,2,294,60,5,3,3,Intermediate
3319,81,74.06,2,134,63,7,3,1,Intermediate
3320,39,24.93,7,307,35,2,1,4,School Student
3321,53,53.12,3,282,22,3,2,4,Beginner
3322,36,16.58,8,844,21,1,1,9,School Student
3323,13,22.4,4,801,35,1,1,8,School Student
3324,44,41.86,2,422,56,4,2,5,Beginner
3325,42,61.46,3,461,25,4,2,2,Beginner
3326,47,63.46,2,252,57,4,2,3,Beginner
3327,58,44.7,5,462,57,3,2,2,Beginner
3328,50,47.97,4,207,26,3,2,4,Beginner
3329,12,22.24,8,784,32,2,1,8,School Student
3330,66,41.77,4,356,25,3,2,3,Beginner
3331,36,28.55,6,468,15,1,1,5,School Student
3332,76,79.32,3,257,77,7,3,2,Intermediate
3333,97,96.52,1,109,80,7,3,0,Advanced
3334,80,73.54,3,166,78,5,3,2,Intermediate
3335,24,16.04,5,719,23,2,1,5,School Student
3336,100,99.2,0,157,97,9,3,0,Advanced
3337,87,92.95,0,141,97,9,3,1,Advanced
3338,97,94.91,0,95,97,7,3,1,Advanced
3339,48,19.47,8,361,32,1,1,9,School Student
3340,50,43.26,2,235,42,4,2,3,Beginner
3341,55,57.66,4,231,43,4,2,4,Beginner
3342,97,95.65,0,110,96,7,3,1,Advanced
3343,50,44.35,5,443,20,3,2,3,Beginner
3344,11,12.21,7,804,20,1,1,8,School Student
3345,95,87.61,0,172,82,8,3,0,Advanced
3346,76,79.32,1,165,87,6,3,2,Intermediate
3347,45,64.45,5,395,23,4,2,4,Beginner
3348,66,75.44,3,128,86,6,3,1,Intermediate
3349,81,80.46,1,239,60,5,3,3,Intermediate
3350,65,42.02,3,589,39,3,2,3,Beginner
3351,35,19.39,8,541,7,1,1,8,School Student
3352,83,83.56,2,164,53,5,3,2,Intermediate
3353,65,61.24,5,327,48,3,2,3,Beginner
3354,66,50.62,2,323,43,3,2,2,Beginner
3355,83,81.94,1,268,66,6,3,1,Intermediate
3356,36,28.32,9,557,8,1,1,8,School Student
3357,31,28.03,4,534,20,2,1,8,School Student
3358,43,11.15,9,622,27,2,1,6,School Student
3359,86,85.4,0,123,97,8,3,0,Advanced
3360,83,67.25,2,211,57,6,3,1,Intermediate
3361,49,37.49,9,685,23,1,1,5,School Student
3362,83,77.13,2,261,50,5,3,2,Intermediate
3363,78,75.13,3,169,71,7,3,1,Intermediate
3364,43,56.29,4,331,31,4,2,4,Beginner
3365,59,56.43,3,230,54,3,2,2,Beginner
3366,100,87.92,1,110,95,8,3,0,Advanced
3367,23,24.94,8,531,20,1,1,4,School Student
3368,20,24.7,5,681,36,2,1,6,School Student
3369,42,52.33,4,293,27,4,2,2,Beginner
3370,70,75.14,1,142,55,7,3,3,Intermediate
3371,38,12.35,5,858,8,2,1,5,School Student
3372,88,91.14,1,73,82,9,3,1,Advanced
3373,64,61.61,5,217,54,3,2,3,Beginner
3374,50,55.66,3,225,55,3,2,3,Beginner
3375,95,97.46,0,147,99,7,3,1,Advanced
3376,42,59.41,5,242,39,3,2,4,Beginner
3377,92,93.34,0,95,84,9,3,0,Advanced
3378,56,47.12,5,228,38,3,2,2,Beginner
3379,74,74.76,1,176,53,5,3,1,Intermediate
3380,69,81.09,1,248,61,7,3,2,Intermediate
3381,74,69.33,2,280,68,6,3,1,Intermediate
3382,17,23.54,6,729,15,1,1,7,School Student
3383,20,22.9,6,893,34,1,1,6,School Student
3384,77,72.34,3,121,62,6,3,1,Intermediate
3385,49,64.72,4,484,52,3,2,3,Beginner
3386,20,14.59,6,737,12,1,1,6,School Student
3387,61,56.74,4,219,47,3,2,3,Beginner
3388,87,87.91,1,136,100,7,3,0,Advanced
3389,26,10.91,9,754,38,2,1,5,School Student
3390,36,41.61,6,795,16,1,1,6,School Student
3391,79,78.42,3,142,60,7,3,1,Intermediate
3392,48,24.94,5,555,31,2,1,5,School Student
3393,65,55.38,2,335,56,3,2,3,Beginner
3394,48,32.81,7,323,16,1,1,9,School Student
3395,73,84.81,1,200,72,6,3,3,Intermediate
3396,65,40.36,4,475,23,3,2,5,Beginner
3397,65,44.49,4,223,21,4,2,2,Beginner
3398,17,28.57,9,691,29,2,1,7,School Student
